term,genes
Nfya,Ndufa11;Hjurp;Aqp4;Tmem140;Ifit1;Txndc16;Ifit3;Rph3a;Kif5c;Adora1;Lgals9;Hadh;Wls;Hmgn1;Tspyl2;Gbp5;Tle1;Stard7;Ifrd1;Cybb;Asrgl1;Dctd;Carhsp1;Tmx2;Sbds;Serping1;Mxra7;Frem2;Astn1;Fkbp5;Rtn2;Ndufb10;Lman2l;Slc1a4;Fbln5;Cnn3;Sel1l3;Sbno2;Dhrs7b;Btbd3;Myo6;Pnpo;Camta1;Ephx2;Coq7;Qdpr;Reep1;Col1a1;Ehd3;Ppp1r1a;Bcl2l1;Rtp4;Tinagl1;Tnfaip6;Hspb6;Tecr;Atp5g1;Larp1b;Rbm3;Dbp;Adamtsl2;Myo18a;Anxa7;Enoph1;Brd2;Slc13a3;Myoc;Irak3;Gab2;Tnfrsf1a;Gprc5b;Gap43;Rcn2;Tmem33;Aspg;Rdh5;Pmp2;Hacd3;Itih5;Hdac2;Kcna1;Cstf2t;Tns2;Agpat1;Gnai2;Rida;Olfml3;Msx1;Gbp2;Slc35a2;Mog;Pcp4l1;Stxbp5l;Nfasc;Marcks;Lrg1;Sycp3;Ypel3;Tpt1
Nr3c1,Slc35b2;Cdkn1a;Rarg;Ahcyl1;Tinagl1;Arpc1b;Tmem47;Tgm1;C4b;Retreg2;9-sep;Kif5c;Mpz;Senp8;Adamtsl2;Nfkbiz;Plce1;Sun2;Tmc7;Fos;Dnm1;Rab33b;Fndc5;Cldn10;Gpd1;Arhgef4;Serping1;Tmem9;Sqstm1;Fkbp5;Slc22a4;Lrrc59;Lrtm2;Lcat;Clec3b;Mustn1;Atoh8;4-sep;Hhatl;Mtx1;Mog;Wfs1;Tmem176b;Nipsnap2;Marco;Nfasc;Ppp1r1b;Chpt1;Amotl2;Rgl1;Xaf1;Eif4g3;Tpt1;Itm2c
Nr5a2,Rtp4;Cdkn1a;Steap3;Ndufa13;Rarg;Fam107a;Ppp1r9b;Sgce;Fads3;Endou;Lgals3;Snapc2;Adamtsl2;Kif5a;Myo18a;Efhd1;Tmed2;Anxa7;Sun2;Slc13a3;Paqr6;Parp3;Unc13a;Stard7;Entpd5;Fbxo2;Taldo1;Shisa9;Ddost;C1ql1;Tapbp;Fndc5;Col4a2;Ndufs7;Ctdsp2;Aspg;Irf7;Padi2;Ezr;Lxn;Ahnak;Sema3g;Fbln5;Hdac7;Sertad3;Sv2b;Camk2n1;Bag1;Atoh8;Susd4;Gse1;Apod;Tppp;Slc38a3;Snx5;Farp1;Slc14a2;Iqsec1;Rasl10b;Tmem176b;Tmem176a;Prrc2b;Nfasc;Ehd3;Cxcl12;Nsg2;Wnk2;Maff;Mafk;Nf2;Xaf1;Pnpla2;Ahcyl1;Col16a1;8-mar;Plxnd1;Hr;Amot;Nudt4;Sox2;Fads2;Golga4;Fnta;Sirpa;Synpo;Pamr1;Kpna3;Il13ra1;Chid1;Paqr7;Tspyl1;Prkcd;Tuba4a;Asrgl1;Clip3;Mia2;Cd109;Gpd1;Aplnr;Nupr1;Tagln3;Sqstm1;Cdc42se1;Rtn2;Gria1;Slc22a4;Macf1;Exd2;Adcyap1r1;Sult1a1;Socs3;Prdx2;Nln;Klc3;Ldha;Btbd1;Tspan4;Cd14;Tspan3;Pltp;Mcl1;Hhatl;Pmm1;Fus;Cidea;Msn;Nipsnap2;Coq7;Ptprd;P4ha1;Ppp1r1a;Rcan2;Ppp1r1b;Lcn2;Fxyd6;Tmem9b;Itm2c;Eif4g1;Ywhae;Pigs;Lgals3bp;Rnf10;Synm;Tinagl1;Ptprn;Dbi;Vldlr;Triobp;Rbm3;Psd2;Glipr2;A4galt;Atp6ap1;Tmc7;Dnm1;Rab33b;Cldn10;Cttn;Tmem35a;Rdh5;Cdc42ep1;Pick1;Ergic3;Slc25a5;Mgll;Chst2;Lcat;Gdpd2;Zbtb42;Tns2;Cox5a;Gnai2;4-sep;Mgat3;E2f5;Gbp3;Spen;Egln2;Negr1;Smox;Haghl;Sorbs1;Psmb8;Marcks;Znfx1;Eif3f
Nrf1,Ifitm3;Rpl4;Ndufa13;Ncan;Eci1;Cltb;Dbi;Sat1;Akr7a5;Chchd3;Mprip;Scd1;Slc39a1;Oasl1;Oasl2;Tsc22d4;Brd2;Tnfrsf12a;Rpsa;Icosl;Ptgr2;Rab33b;Stim1;Erp29;Serping1;Ergic3;Ergic1;Ppard;Agpat5;Pdxdc1;Anapc16;Mvp;Cox5a;Slc5a3;Coro1c;Rida;Srr;Ldha;Fam120c;Asna1;Bag1;Abl1;Them4;Ctnna2;Fmc1;Ndufv2;Egln2;Haghl;Def8;Cherp;Hinfp;Dhrs7;Znfx1;P4ha1;Stk25;Adi1;Psat1;Eif3f;Nf2
Pcbp1,Rarg;Hip1;Plxnd1;Ndufa11;Kcnc3;Etfb;Slc7a10;Larp1b;Triobp;Amot;Mrpl41;Retreg2;Samd14;9-sep;Dbp;Mprip;Mdk;Senp8;Capn5;Hey2;Flot1;Sirpa;Cic;Junb;Enoph1;Tead3;Sun2;Kremen1;Cacna2d3;Slc30a1;Erbin;Carhsp1;Stim1;Irf1;Aspg;Ezr;Sqstm1;Ppard;Itih5;Rtn2;Slc22a4;Macf1;Tshz1;Lpar1;Slc1a4;Adcy2;Ak4;Tns2;Slc5a3;Fam129b;Coro1c;Arhgap21;Srr;Sertad3;Man2a2;Cnr1;Abl1;Lrig1;Tspan4;Ctnna1;Flnc;Tppp;Ralgds;Txndc5;Farp1;Egln2;Pmm1;Iqsec1;Tnk2;Haghl;Slc6a8;Myo1c;Bcl3;Maff;Rnps1;Calm1;Eif4g1
Pgr,Pigs;Rtp4;Pros1;Hrct1;Triobp;Ifit3;Tmem47;Akap13;Trim9;Dbp;Senp8;Plce1;Hadh;Pamr1;Slc39a1;Tgm2;Wls;Slc13a3;Mbnl2;Commd10;Ifrd1;Fam126a;Col4a2;Mia2;Aplnr;Astn1;Itih5;Hdac2;Usp54;Gdpd2;Cstf2t;Myl12a;Sult1a1;Ldha;Mat2a;Sv2b;Dhrs7b;Btbd3;Camta1;Smyd1;Cyc1;E2f5;Stat1;Wfs1;Mboat2;Mlh3;Tmem59;Cxcl10;Mfhas1;Nfasc;Znfx1;Sfxn1
Pitx2,Ifitm3;Rpl4;Col16a1;Steap4;Arl6ip1;Pros1;Fam107a;Plod2;Fnbp1l;Sat1;Txndc15;Icam1;Nudt4;Fads3;Lgals3;Ednrb;Kif5c;Map3k6;Synpo;Cavin1;Kpna3;Il13ra1;Gabarapl1;Tle1;Mbnl2;Igfbp4;Arid5a;Bcs1l;Shisa9;Tuba4a;Carhsp1;Mia2;Ifi27;Kctd10;Crispld2;Cd109;Scg5;Serping1;Nupr1;Mxra7;Frem2;Fkbp5;Mtmr3;Tbc1d9b;Pdxdc1;Lman2l;Anapc16;Cnn3;Sult1a1;Sbno2;Klc3;Ldha;Rdh12;Smyd1;Cd14;Ip6k1;Ndufv2;Pltp;Ralgds;Mcl1;Pmm1;Fuz;Coq7;Prrc2b;Fbxo31;Eif1;Ptprd;Mfhas1;Cops6;Ehd3;G6pc3;Rcan2;Fat3;Rnps1;Nf2;Xaf1;Eif4g3;Sfxn5;Fgfr1;Eif4g1;Cdkn1a;Tnfaip6;Arpc1b;Ncan;Cltb;Hspb1;Dbi;Atp5g1;Larp1b;Rbm3;Map1lc3b;Snapc2;Senp8;Myo18a;Tmed2;Dusp4;Atp6ap1;Commd10;Amt;Tmc7;Ampd3;Cldn10;Ptp4a2;Hap1;Ppp1r15a;Itih5;Kank1;Ddc;Slc43a3;Lrtm2;Amigo2;Capg;Cox5a;Gnai2;Fam129b;Cnr1;Asna1;Mgat3;Vhl;Usp24;Spen;Slc35a2;Egln2;Mog;Smox;Nr1h2;Mlh3;Nfasc;Myo1c;Zyx;Eif3f;Sycp3;Pnpla2
Pou1f1,Lgals3bp;Cdkn1a;Steap3;Pros1;Prkag1;Aqp4;Vldlr;Ifit3;Rbm3;Tgm1;Trim9;Capn5;Oasl2;Parp3;Fbxo2;Amt;Slc39a10;Rfx3;Tmc7;Rhof;Ifit3b;Slc39a14;Cldn10;Ptp4a2;Slc25a18;Tmx2;Crispld2;Ctdsp2;Rhoj;Gpd1;Scg5;Rdh5;Vdac2;Cdc42ep1;Pmp2;Hacd3;Angptl4;Ntm;Atl2;Lpar1;Gdpd2;Capg;Adcy2;Tspan33;Hdac7;Fam129b;Tspan31;Arhgap21;Ucp2;Fam241a;Ctnna1;E2f5;Slc14a2;Iqsec1;Vta1;Cmtm5;Cp;Psmb8;Fbxo31;Ptprd;Tmem59;Mfhas1;Slc6a8;Myo1c;Stk25;Etl4;Alpl;Echdc3;Mafk;Thrsp;Rgl1;Xaf1
Pou2f1,Pygb;Steap4;Tnfaip6;Pros1;Eci1;Cltb;Lamc1;Etfb;Ifit1;Cyr61;Mylk;Endou;Akap13;Ednrb;Glipr2;Senp8;Adora1;Cic;Ifrd1;Gab2;Dnm1;C1ql1;Dctd;Cttn;Cd109;Padi2;Rdh5;Pick1;Ergic3;Frem2;Slc22a4;Exd2;Lman2l;Luzp2;Tns2;Pla2g7;Tspan31;Rida;Arhgap21;Rras;Olfml3;Tspan7;Egln2;Iqsec2;Smox;Cp;Ptprd;Gjb2;Reep3;Fat3;Rgl1
Pparg,Rpl4;Steap3;Aldh1l1;Midn;Pros1;Ifit3;Sox2;Rph3a;Tgm1;Samd14;Kif5c;Kif5a;Capn2;Adora1;Plce1;Il13ra1;Chid1;Paqr8;Gabarapl1;Tpm3;Ifrd1;Kctd1;Rpsa;Tuba4a;Asrgl1;Fndc5;Rnf126;Mia2;Gpd1;Erp29;Anapc4;Nupr1;Mxra7;Tagln3;Ezr;Astn1;Fkbp5;Exd2;Tbc1d9b;Anapc16;Insig1;Ntm;Ak4;Sel1l3;Klc3;Rdh12;Abl1;Tspan4;Camta1;Smyd1;Cd14;Mcl1;Ntsr2;Pmm1;Fus;Cidea;Nipsnap2;Prrc2b;Cherp;Eif1;Ptprd;Cops6;Cxcl12;G6pc3;Lcn2;Sfxn1;Nit1;Fgfr1;Ywhae;Lgals3bp;Rnf10;Cdkn1a;Slc44a1;Ptprn;Kcnc3;Ncan;Tecr;Prkag2;Atp5g1;Larp1b;Triobp;Akap13;9-sep;Eef2k;Bcl7a;Flot1;Tmed2;Timp3;A4galt;Brd2;Slc13a3;Gpx3;Amt;Tmc7;Ampd3;Ptp4a2;Ndufs7;Tmem33;Ctdsp2;Irf1;Irf7;Rdh5;Cd302;Hap1;Chst2;Ppard;Ppp1r15a;Capg;Tns2;Usp18;Cox5a;Akap2;Gnai2;Drp2;Tmem205;Ucp2;4-sep;Mgat3;Susd4;Nrip3;Vhl;Spen;Smox;Cmtm5;Def8;Efr3b;Apln;Asxl1;Slc4a8;Tmem59;Spcs2;Myo1c;Lrg1;Psat1;Sycp3;Fcgr2b;Tpt1;Pnpla2
Prdm1,Tinagl1;Hip1;Pros1;Cltb;Vldlr;Lamc1;Rph3a;9-sep;Eef2k;Ednrb;Slc22a17;Senp8;Nfkbiz;Enpp2;Gbp5;Gabarapl1;Myoc;Rsad2;Prkcd;Slc39a14;Dnm1;Ddost;Dctd;Ptp4a2;Col4a2;Mia2;Aplnr;Ergic3;Fjx1;Mgll;Astn1;Atf4;Lxn;Pdxdc1;Lpar1;Zbtb42;Ak4;Cnn3;Mobp;Mustn1;Asna1;4-sep;Susd4;S1pr1;Nrip3;Spen;Hhatl;Iqsec1;Stat1;Fus;Lgi3;Sgpp1;Stxbp5l;Pfkl;Fabp7;Amotl2;Vim;Nit1
Pura,Slc35a2;Brd2;Rarg;Cuedc2;Plxnd1;Smox;Tpm3;Wfs1;Dbi;Shisa9;Myl12a;Hdac7;Amot;Dctd;Socs3;Fads2;Clec3b;Ldha;Col4a2;4-sep;Ctxn1;Il13ra1
Rbpj,Pygb;Tinagl1;8-mar;Arl6ip1;Ifit1;Lgals3;Tmem147;Mprip;Kif5a;Anxa7;Synpo;Sun2;Tpm3;Gpx3;Ifrd1;Kctd1;Gfra1;Fos;Bcs1l;Slc39a14;Gap43;Tst;Mxra7;Slc25a5;Fkbp5;Ppard;Itih5;Slc43a3;Kcna1;Sbsn;Fbln5;Hdac7;Cnn3;Btbd1;Olfml3;Tspan7;Nrip3;Ip6k1;Txndc5;Smad1;Rpl41;Egln2;Pcp4l1;Def8;Efr3b;Sqle;Myo1c;Ppp1r1a;Rcan2;Ppp1r1b;Plekhm2;Calm3;Gnb5
Rel,Aldh1l1;Ndufa13;Plxnd1;Arl6ip1;Ccnh;Tecr;Fam107a;Lamc1;Etfb;Ece2;Rlbp1;Ifit3;Nudt4;Fads3;Akap13;Ednrb;Lgals1;Mprip;Nfkbiz;Arl6ip4;A4galt;Synpo;Slc39a1;Tead3;Dusp4;Brd2;Atp6ap1;Cacna2d3;Ndufc2;Taldo1;Fos;Fam126a;Ptgr2;C1ql1;Ptp4a2;Gpd1;Erf;Arhgef4;Cdc42ep1;Ergic1;Cdc42se1;Exd2;Hdac2;Luzp2;Lrtm2;Tshz1;Psmb10;Arhgap21;Sertad3;Ldha;Tmem205;4-sep;Fam241a;Cdc37l1;Camta1;Smyd1;Tspan3;Gbp2;Sncb;Pltp;Hhatl;Sorbs1;Eif1;Bst2;Rcan2;Bcl3;Lcn2;Calr;Xaf1;Cdo1;Pnpla2
Rela,Ifitm3;Steap3;Aldh1l1;Ndufa13;Aqp4;Sat1;Icam1;Fads3;Samd14;Sirpa;Plce1;Synpo;Junb;Gpr179;Gbp5;Mbnl2;Mamstr;Cacna2d3;Taldo1;Foxp4;Asrgl1;Fndc5;Eef1a1;Crispld2;Map7d1;Eef1a2;Vdac2;Nupr1;Ezr;Fkbp5;Tshz1;Sult1a1;Socs3;Sbno2;Ldha;Rras;Btbd1;Tspan4;Camta1;Mbp;Ndufv2;Snx5;Txndc5;Mcl1;Hhatl;Gadd45b;Iqsec2;Rasl10b;Vta1;Coq7;Cxcl10;Gjb2;Cxcl12;Ppp1r1a;Bcl3;Maff;Plekhm2;Amotl2;Nf2;Nit1;Xaf1;Bmpr1a;Eif4g1;Ywhae;Pigs;Cdkn1a;Cuedc2;Tinagl1;Hip1;Ncan;Atp5g1;Larp1b;Rbm3;Fyco1;Map1lc3b;9-sep;Dbp;Mdk;Glipr2;Adamtsl2;Nfkbiz;Flot1;Myo18a;Timp1;A4galt;Tsc22d4;Sun2;Brd2;Pllp;Gfra1;Fos;Slc39a14;Tapbp;Tst;Irf1;Ergic1;Ppp1r15a;Lrp1;Cebpd;Adcy2;Rnf7;Tns2;Lmf1;Drp2;Asna1;4-sep;Mgat3;S1pr1;Ctnna1;Msx1;Mapk4;Usp24;Stat1;Mlh3;Snrk;Myo1c;Clcf1;Ahcyl1;Plxnd1;Ndufa11;H2-k1;Hr;Fnbp1l;Cyr61;Trim8;Retreg2;Ednrb;Arl6ip4;Qk;Pgm5;Pamr1;Enoph1;Tspyl2;Paqr7;Tspyl1;Rfx3;Tmc7;Ppp1r3g;Gprc5b;Stim1;Rhoj;Padi2;Tagln3;H2-d1;Rtn2;Agpat5;Macf1;Mvk;Mvp;Agpat1;Fam129b;Clec3b;Ablim2;Galr3;Dhrs7b;Ucp2;Abl1;Pnpo;Nrip3;Lrrc8a;Flnc;Eps15;Slc35a2;Slc14a2;Tmem176b;Stat3;Dhrs1;Psmb8;Tmco1;Etl4;9530068e07rik;Thrsp;Vim;Eif4g3;Tpt1;Bcl2l1
Relb,Steap3;Aldh1l1;Rarg;Arl6ip1;Cltb;Prkag1;Aqp4;Etfb;Ifit1;Triobp;Retreg2;9-sep;Snapc2;Kif5a;Synpo;Enoph1;Chid1;Gbp5;Brd2;Slc13a3;Paqr7;Atp6ap1;Gpx3;Taldo1;Lsr;Irak3;Rhof;Ampd3;Osmr;Shisa9;Ptgr2;Asrgl1;Fndc5;Dctd;Ptp4a2;Carhsp1;Irf1;Ergic3;Tns2;Agpat1;Tspan31;Drp2;Rras;Btbd1;Mobp;Olfml3;Dhrs7b;Asna1;Myo6;Bag1;S1pr1;Tspan4;Camta1;Mbp;Usp24;Slc35a2;Mtx1;Iqsec1;Stat1;Tmem176b;Tmem176a;Nipsnap2;Cxcl10;Myo1c;Lrg1;Fabp7;Bcl3;Sfxn1;Tpt1
Repin1,Arpc1b;Eci1;Cltb;Hjurp;Prkag1;Fnbp1l;Arhgap5;Mylk;Retreg2;Map1lc3b;Dbp;Bcl7a;Mprip;Mdk;Snapc2;Slc22a17;Capn5;Hey2;Tom1;Arl6ip4;Phgdh;Pgm5;Hadh;Map3k6;Cic;Junb;Enoph1;Kpna3;Tead3;Dusp4;Sun2;Gabarapl1;Metrn;Kctd1;Gfra1;Foxp4;Tuba4a;Erbin;Olfm1;Gprc5b;Adam15;Col4a2;Ndufs7;Tst;Fjx1;Mgll;Cdc42se1;Slc22a4;Lrp1;Agap3;Tns2;Fbln5;Hdac7;Gnai2;Fam129b;Ldha;Sv2b;Rras;Asna1;Myo6;Lrig1;Camta1;Mbp;Tppp;Msx1;Smad1;Farp1;Egln2;Tnk2;Snrk;Myo1c;Stk25;Psat1;Reep3;Sfxn1;Rgl1;Calm1;Ttll9;Fgfr1;Bmpr1a;Eif4g1
Runx1,Steap3;8-mar;Ndufa11;Hjurp;Aqp4;Tmem140;Ifit1;Rph3a;Tgm1;Ndst1;Kif5c;Capn2;Adora1;Sirpa;Arl6ip4;Hadh;Tgm2;Hmgn1;Tspyl2;Gbp5;Paqr7;Stard7;Tpm3;Ifrd1;Cybb;Foxp4;Asrgl1;Tmx2;Stim1;Fez1;Gpd1;Anapc4;Mxra7;Tagln3;Fam92b;Ctxn1;Frem2;Astn1;Fkbp5;Rtn2;Gria1;Macf1;Tbc1d9b;Slc1a4;Zc3hav1;Fbln5;Sult1a1;Sbno2;Mustn1;Dhrs7b;Myo6;Tspan7;Pnpo;Camta1;Slc38a3;Ralgds;Hhatl;Eif2ak2;Ptprd;Col1a1;Ehd3;Reep5;Adi1;Ppp1r1b;Lcn2;Plekhm2;Fat3;Amotl2;Rnps1;Bcl2l1;Rtp4;Pygb;Cdkn1a;Rarg;Tinagl1;Tnfaip6;Hspb6;Prkag1;Prkag2;Etfb;Atp5g1;Ppp1r9b;Mrpl41;Fyco1;9-sep;Dbp;Adamtsl2;Pgm5;Enoph1;Brd2;Slc13a3;Myoc;Tnfrsf12a;Tmc7;Rhof;Gab2;Slc39a14;Dnm1;Tnfrsf1a;Gap43;Rcn2;Tmem33;Tmem35a;Rdh5;Kcna1;Cstf2t;Tns2;Agpat1;Hdac7;Gnai2;Fam129b;Lmf1;Tm9sf3;Clec3b;4-sep;Msx1;Gbp2;Sncb;Slc35a2;Gdf10;Mtx1;Mog;Smox;Cmtm5;Haghl;Sorbs1;Mlh3;Stxbp5l;Nfasc;Marcks;Myo1c;Fabp7;Vim;Sycp3;Ramp1;Tpt1;Pnpla2
Runx2,Ifitm3;Pygb;Synm;Hspb1;Ifit3;Akap13;Dbp;Tom1;Plce1;Lgals9;Cic;Synpo;Cd34;Gbp5;Tsc22d4;Slc13a3;Tspyl1;Mamstr;Tmc7;Lsr;Cldn10;Ptp4a2;Cttn;Mia2;Erf;Irf7;Cd302;Angptl4;Mgll;Ergic1;Gpm6a;Exd2;Ddc;Akap2;Gnai2;Mobp;Mustn1;Spp1;Lrrc8a;Cd14;E2f5;Eps15;Mcl1;Spen;Hhatl;Mog;Tmem176b;Haghl;Gng12;Psmb8;Mfhas1;Nfasc;G6pc3;Clcf1;Rnps1;Fcgr2b;Pigs;Cdkn1a;Hspb6;Prkag2;Rlbp1;Mylk;Rph3a;Rbm3;Endou;Lgals3;Ndst1;Bcl7a;Mprip;Timp3;Oasl1;Paqr7;Atp6ap1;Ptgr2;Slc39a14;Dnm1;Slc25a18;Cyp2d22;Ndufs7;Scg5;Cmpk2;Pmp2;Mxra7;Rtn2;Slc22a4;Zfp869;Gdpd2;Zbtb42;Psmb10;Hdac7;Coro1c;Sult1a1;Nkain4;Emg1;Serpina3f;Ucp2;Abl1;Them4;Smyd1;Apod;Pltp;Tmem86a;Slc14a2;Ifi204;Serpina3m;Def8;Col1a1;Nsg2;Etl4;Dhcr7;Nf2;Nit1;Sfxn5
Rxra,Rtp4;Synm;Rarg;Ifit3;C4b;Fyco1;Kif5c;Snapc2;Nfkbiz;Capn2;Tmed2;Il13ra1;Hmgn1;Gabarapl1;Endog;Entpd6;Amt;Shisa5;Tuba4a;Asrgl1;Tmem35a;S100a6;Cdc42ep1;Hacd3;Tagln3;Ezr;Mgll;Ergic1;Fkbp5;Ppp1r15a;Macf1;Lman2l;Usp18;Cox5a;Akap2;Psmb10;Gnai2;Sult1a1;Klc3;Rras;Asna1;Abl1;Smyd1;Cd14;Flnc;Cyc1;Mapk3;Gadd45b;Pmm1;Smox;Fuz;Mlh3;Prrc2b;Apln;Gjb2;Myo1c;Lrg1;Lcn2
Samd9l,Aldh1l1;Hip1;Ptprn;Pros1;Tecr;Fam107a;Triobp;Mylk;Sox2;Senp8;Adamtsl2;Map3k6;Junb;Slc39a1;Sun2;Atp6ap1;Mamstr;Metrn;Fbxo2;Amt;Cybb;Rfx3;Sdhc;Olfm1;S100a6;Vdac2;Hap1;Gria1;Macf1;Sbsn;Agpat1;Akap2;Prdx2;Clec3b;Sv2b;Cnr1;Mustn1;Apod;Slc38a3;Sncb;Gadd45b;Mog;Iqsec1;Stat1;Ptprd;Reep1;Mfhas1;Dbndd2;Spcs2;Stk25;Dlg5;Ppp1r1b;Fcgr2b;Eif4g3;Tmem9b
Smad4,Rarg;Ahcyl1;8-mar;Slc44a1;Lamc1;Ggta1;Larp1b;Txndc16;Ifit3;Fads2;1700025g04rik;Mprip;Me1;Myo18a;Sirpa;Qk;Enoph1;Brd2;Tle1;Stard7;Col23a1;Kremen1;Cacna2d3;Kctd1;Irak3;Emp2;Ampd3;Ifit3b;Fam126a;C1ql1;Eef1a1;Erbin;Olfm1;4930402h24rik;Nupr1;Fjx1;Mgll;Agpat5;Hdac2;Insig1;Tshz1;Atl2;Rhobtb3;Adcy2;Ak4;Agap3;Rnf7;Tspan33;Hdac7;Sel1l3;Tm9sf3;Arhgap21;Btbd1;Camk2n1;Btbd3;Mgat3;Fam241a;Gse1;Ctnna2;Ndufv2;Ralgds;Mcl1;Usp24;Spen;Farp1;Negr1;Smox;Tnk2;Mboat2;Nap1l1;Sorbs1;Def8;Prrc2b;Asxl1;Znfx1;Tpt1;Fgfr1;Bmpr1a;Cdkn1a;Ndufa13;Prkag1;Ece2;Ifit1;Cyr61;Icam1;Ifit2;Endou;9-sep;Mdk;Capn2;Tsc22d4;Slc13a3;Paqr6;Commd10;Amt;Taldo1;Slc30a1;Gfra1;Bcs1l;Foxp4;Ddost;Cd109;Vamp1;Astn1;Gpm6a;Amigo2;Slc5a3;Rida;Tmem205;Myo6;Cd14;Flnc;Slc35a2;Hhatl;Efr3b;Mlh3;Psmb8;Stxbp5l;Mfhas1;Zyx;Alpl;Vim;Itm2c
Smarca2,Cdkn1a;8-mar;Tecr;Fam107a;Dbi;Aqp4;Atp5g1;Txndc16;Hey2;Anxa7;Hadh;Synpo;Tspyl2;Paqr6;Rsad2;Ifrd1;Rhof;Ampd3;Asrgl1;Dctd;Tmx2;Tmem33;Eef1a2;Sbds;Fam92b;Frem2;Ddc;Lman2l;Lrp1;Slc43a3;Kcna1;Amigo2;Agap3;Agpat1;Gnai2;Sbno2;Dhrs7b;Btbd3;Tmem205;Ucp2;4-sep;Tspan4;Msx1;Eps15;Pcp4l1;Tmem176b;Idh2;Sorbs1;Slc4a8;Spcs2;Ppp1r1b;Eif3f;Slc25a34;Bcl2l1;Eif4g1
Snai1,Pigs;Pygb;Cdkn1a;Ndufa11;Ncan;Tecr;Prkag2;Triobp;9-sep;Eef2k;Dbp;Tmsb4x;Adamtsl2;Arl6ip4;Pamr1;Tgm2;Chid1;Atp6ap1;Mamstr;Amt;Shisa5;Tmc7;Lsr;Bcs1l;Tuba4a;Ptp4a2;S100a6;Anapc4;Pick1;Nupr1;Hap1;Irf9;Lxn;Usp18;Cox5a;Prdx2;Galr3;Camk2n1;Tmem205;Atoh8;Nrip3;Tppp;Ralgds;Txndc5;Mcl1;Spen;Slc35a2;Egln2;Haghl;Eif2ak2;Efr3b;Sgpp1;Spcs2;Myo1c;Echdc3;Mafk;Slc25a34;Ramp1;Pnpla2
Snai2,Pigs;Pygb;Cdkn1a;Ndufa11;Ncan;Tecr;Prkag2;Triobp;9-sep;Eef2k;Dbp;Tmsb4x;Adamtsl2;Arl6ip4;Pamr1;Tgm2;Chid1;Atp6ap1;Mamstr;Amt;Shisa5;Tmc7;Lsr;Bcs1l;Tuba4a;Ptp4a2;S100a6;Anapc4;Pick1;Nupr1;Hap1;Irf9;Lxn;Usp18;Cox5a;Prdx2;Galr3;Camk2n1;Tmem205;Atoh8;Nrip3;Tppp;Ralgds;Txndc5;Mcl1;Spen;Slc35a2;Egln2;Haghl;Eif2ak2;Efr3b;Sgpp1;Spcs2;Myo1c;Echdc3;Mafk;Slc25a34;Ramp1;Pnpla2
Snd1,Rpl4;Prkag1;Prkag2;Aqp4;Vldlr;Cyr61;Icam1;Ifit2;Akap13;Chchd3;Adamtsl2;Nfkbiz;Lgals9;Tsc22d4;Slc13a3;Mbnl2;Pllp;Sdhc;Gfra1;Ampd3;Urb1;Foxp4;Slc39a14;Tapbp;Gprc5b;Gpd1;Irf7;Rdh5;Cmpk2;Pmp2;Ezr;Frem2;Fkbp5;Insig1;Kcna1;Sdc2;Cstf2t;Fam129b;Clec3b;Rras;Btbd1;Camk2n1;Tceal3;Dhrs7b;Asna1;Bag1;Susd4;Spp1;Pnpo;Msx1;Ndufv2;Pltp;Txndc5;Iqsec2;Pmm1;Stat1;Nr1h2;Vta1;Msn;Eif2ak2;Cxcl10;Myo1c;Ppp1r1b;Maff;Chpt1;Vim;Nf2
Sox10,Ppp1r15a;Rpl4;Atp6v1a;Midn;Lman2l;Insig1;Ncan;Stat3;Txndc15;Mfhas1;Slc25a18;Gap43;Ablim2;Mat2a;Sv2b;1110051m20rik;Nrip3;Cdc42ep1;Mbp;Mgll
